rank,player_name,age,gender,club,league,nationality,position,preffered_foot,height_(in cm),weight_(in kg),alt_position,ovr,pac,pac+-,sho,sho+-,pas,pas+-,dri,dri+-,def,def+-,phy,phy+-,image_url
12144,Loris Mouyokolo,23,M,Grenoble Foot 38,Ligue 2 BKT,France,CB,Right,194,85,,63,57,0,34,0,39,0,46,0,61,0,75,-3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260159.png?padding=0.7
12144,Christos Mouzakitis,17,M,Olympiacos FC,Hellas Liga,Greece,CM,Left,175,67,['CAM'],63,67,0,54,0,64,0,70,0,51,0,52,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p73884.png?padding=0.7
12144,Marek Mróz,25,M,Zagłębie Lubin,PKO BP Ekstraklasa,Poland,CAM,Right,179,74,,63,74,0,63,0,62,0,63,0,41,0,64,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276068.png?padding=0.7
12144,François Mughe,20,M,OM,Ligue 1 McDonald's,Cameroon,RM,Right,173,68,['RW'],63,87,0,59,0,56,-2,64,-3,35,0,55,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276235.png?padding=0.7
12144,Liridon Mulaj,25,M,VfL Osnabrück,3. Liga,Switzerland,LM,Right,175,65,['LW'],63,69,-2,59,0,62,-1,65,-5,31,0,51,8,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244527.png?padding=0.7
12144,Toby Mullarkey,28,M,Crawley Town,EFL League One,England,RB,Right,193,88,['CB'],63,69,4,33,0,54,7,57,7,59,-1,72,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229232.png?padding=0.7
12144,Iker Muñoz,22,M,CA Osasuna,LALIGA EA SPORTS,Spain,CM,Right,180,73,['CDM'],63,60,0,53,0,57,0,62,0,53,0,55,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p274355.png?padding=0.7
12144,Joseph N'Duquidi,20,M,FC Metz,Ligue 2 BKT,Angola,CDM,Right,187,74,,63,68,0,47,1,60,1,65,1,61,1,64,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p271014.png?padding=0.7
12144,Bilal Nadir,20,M,OM,Ligue 1 McDonald's,Morocco,CM,Left,179,62,['CDM'],63,58,0,52,0,61,0,63,0,57,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263602.png?padding=0.7
12144,Abdenego Nankishi,22,M,SV Werder Bremen,Bundesliga,Germany,LM,Right,178,76,"['RM', 'LW']",63,83,2,52,1,54,2,69,2,29,0,57,10,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263404.png?padding=0.7
12144,Johannes Naschberger,24,M,WSG Tirol,Ö. Bundesliga,Austria,CM,Right,173,70,"['CDM', 'RM']",63,78,0,58,0,60,-1,67,-1,55,0,55,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p258273.png?padding=0.7
12144,Mark Natta,21,M,Newcastle Jets,A-League,Australia,CB,Left,175,70,,63,76,-1,33,3,49,2,56,-4,61,0,76,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260617.png?padding=0.7
12144,Ben Nelson,20,M,Oxford United,EFL Championship,England,CB,Right,187,74,,63,67,0,33,0,45,0,53,0,62,0,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p270944.png?padding=0.7
12144,Lucas Ness,22,M,Notts County,EFL League Two,England,CB,Right,190,80,,63,65,-3,32,0,44,0,48,0,63,1,73,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272672.png?padding=0.7
12144,Tomasz Neugebauer,21,M,Lechia Gdańsk,PKO BP Ekstraklasa,Poland,CDM,Right,181,75,['CM'],63,66,0,57,0,61,0,58,0,59,0,69,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266110.png?padding=0.7
12144,Scott Neville,35,M,Brisbane Roar,A-League,Australia,CB,Right,184,75,,63,55,-5,44,-3,53,-3,54,-3,62,0,72,-4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192572.png?padding=0.7
12144,Thijmen Nijhuis,26,M,HJK Helsinki,Finnliiga,Holland,GK,Right,197,83,,63,65,0,57,0,58,0,64,0,17,0,63,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233725.png?padding=0.7
12144,Lasse Nilsen,29,M,Tromsø IL,Eliteserien,Norway,LB,Left,180,78,['LM'],63,81,0,54,0,54,0,62,0,56,0,69,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210691.png?padding=0.7
12144,Snorre Strand Nilsen,27,M,HamKam Fotball,Eliteserien,Norway,RB,Right,186,82,,63,65,0,42,0,55,0,59,0,59,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229678.png?padding=0.7
12144,Ilmari Niskanen,27,M,Exeter City,EFL League One,Finland,RB,Right,177,78,"['LB', 'RM']",63,75,-1,57,-2,59,-2,65,-2,56,19,63,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p258953.png?padding=0.7
12144,Rob Nizet,22,M,Willem II,Eredivisie,Belgium,LB,Left,177,73,,63,81,0,54,0,57,0,61,0,56,0,57,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p252149.png?padding=0.7
12144,Moussa Njie,29,M,KFUM-Kameratene,Eliteserien,Norway,LW,Right,185,75,"['RW', 'LM']",63,86,0,56,0,54,0,66,0,24,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p220786.png?padding=0.7
12144,Bilal Njie,26,M,Odds BK,Eliteserien,Somalia,LM,Right,184,72,"['ST', 'LW']",63,87,0,58,0,51,1,65,0,27,1,56,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242419.png?padding=0.7
12144,Steffen Nkansah,28,M,FC Erzgebirge Aue,3. Liga,Germany,CB,Right,188,78,,63,71,1,30,0,44,0,48,0,64,-1,69,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229756.png?padding=0.7
12144,Béni Nkololo,28,M,CFR 1907 Cluj,SUPERLIGA,France,RM,Left,186,75,"['LM', 'RW']",63,80,0,58,0,57,0,63,0,30,0,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233645.png?padding=0.7
12144,No Dong Geon,33,M,Suwon FC,K League 1,Korea Republic,GK,Right,190,88,,63,65,-2,63,-2,62,-2,62,-1,42,0,61,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p221700.png?padding=0.7
12144,Luizão,26,M,Radomiak Radom,PKO BP Ekstraklasa,Brazil,CDM,Right,184,75,['CB'],63,69,0,46,0,56,1,59,0,60,-1,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p267746.png?padding=0.7
12144,Lee O'Connor,24,M,Tranmere Rovers,EFL League Two,Republic of Ireland,RB,Right,178,75,['CM'],63,70,0,52,-1,57,-3,60,-4,58,-3,68,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243840.png?padding=0.7
12144,Thomas O'Connor,25,M,Wrexham,EFL League One,Republic of Ireland,CB,Left,186,77,"['CDM', 'CM']",63,66,0,57,0,62,0,60,0,60,0,72,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236319.png?padding=0.7
12144,Stephen O'Donnell,32,M,Motherwell,Scottish Prem,Scotland,RB,Right,188,86,['CB'],63,60,1,43,0,56,2,57,0,61,4,65,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213570.png?padding=0.7
12144,Connor O'Riordan,21,M,Cambridge Utd,EFL League One,Republic of Ireland,CB,Right,193,84,,63,55,-3,32,8,47,7,49,2,63,5,74,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266095.png?padding=0.7
12144,Magnar Ødegaard,31,M,Sarpsborg 08,Eliteserien,Norway,CB,Right,186,80,['RB'],63,45,-3,30,0,49,-1,51,-1,63,-1,69,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p202259.png?padding=0.7
12144,Clarke Oduor,25,M,Bradford City,EFL League Two,Kenya,RW,Left,176,70,"['LB', 'RM']",63,78,1,50,9,57,2,69,6,57,0,58,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237503.png?padding=0.7
12144,Odel Offiah,22,M,Blackpool,EFL League One,England,CB,Right,181,81,['RB'],63,62,-1,33,0,50,9,59,2,64,2,62,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264141.png?padding=0.7
12144,Luke Offord,25,M,MK Dons,EFL League Two,England,CB,Right,183,80,,63,65,0,28,0,48,0,54,0,61,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241828.png?padding=0.7
12144,Andreas Oggesen,30,M,Sønderjyske,3F Superliga,Denmark,CM,Right,173,70,,63,74,0,54,0,61,0,69,0,53,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p207886.png?padding=0.7
12144,Shadrach Ogie,23,M,Gillingham,EFL League Two,Republic of Ireland,CB,Left,183,78,,63,75,0,41,5,47,0,58,7,61,2,73,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p250811.png?padding=0.7
12144,Funso Ojo,33,M,Shrewsbury,EFL League One,Belgium,CM,Right,177,71,['CDM'],63,58,0,57,0,61,-1,63,-2,60,0,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p184242.png?padding=0.7
12144,Jubril Okedina,24,M,Cambridge Utd,EFL League One,Malawi,CB,Right,184,76,['RB'],63,72,0,34,0,50,0,55,0,63,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p252476.png?padding=0.7
12144,Raúl Olivares,36,M,Universitario,Sudamericana,Chile,GK,Right,185,73,,63,62,0,63,0,64,0,66,0,31,0,57,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p203759.png?padding=0.7
12144,Bruno Bertinato,26,M,Venezia,Serie A Enilive,Brazil,GK,Left,194,79,,63,64,3,62,2,58,0,63,3,19,0,62,6,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247289.png?padding=0.7
12144,Andrea Oliveri,21,M,Bari,Serie BKT,Italy,RM,Right,181,74,['RW'],63,74,5,56,3,62,2,65,3,45,8,44,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p271399.png?padding=0.7
12144,Oliver Olsen,24,M,Randers FC,3F Superliga,Denmark,RB,Right,188,77,['LB'],63,68,1,48,20,58,15,60,8,57,5,69,6,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244471.png?padding=0.7
12144,Halvor Rødølen Opsahl,22,M,HamKam Fotball,Eliteserien,Norway,CB,Right,188,80,,63,56,-1,25,0,43,3,47,0,63,2,67,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p267694.png?padding=0.7
12144,Alexandru Oroian,23,M,FC Hermannstadt,SUPERLIGA,Romania,LB,Right,175,72,['RB'],63,82,1,59,2,58,1,66,1,56,13,61,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257809.png?padding=0.7
12144,Rasmus Örqvist,26,M,Brommapojkarna,Allsvenskan,Sweden,CAM,Right,184,81,"['CM', 'RW']",63,68,0,60,0,59,-1,64,-1,62,0,78,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p267412.png?padding=0.7
12144,Eneko Ortiz,21,M,D. Alavés,LALIGA EA SPORTS,Spain,LB,Left,180,75,,63,73,0,26,0,53,0,57,0,58,0,63,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p278917.png?padding=0.7
12144,Josefine Osigus,20,F,1. FC Köln,GPFBL,Germany,GK,Right,170,60,,63,63,0,64,0,58,0,63,0,32,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p278000.png?padding=0.7
12144,Jesse Öst,34,M,HJK Helsinki,Finnliiga,Finland,GK,Right,194,86,,63,62,0,63,0,65,0,63,0,29,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272646.png?padding=0.7
12144,Bogdan Oteliță,22,M,Sepsi OSK,SUPERLIGA,Romania,RB,Right,180,68,['LB'],63,83,1,30,0,51,0,53,0,58,0,54,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p275883.png?padding=0.7
12144,Fabricio Oviedo,20,M,Lausanne-Sport,CSSL,Argentina,ST,Right,181,76,,63,53,0,65,-1,48,-1,61,-1,35,-1,60,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p271471.png?padding=0.7
12144,Yasin Özcan,18,M,Kasımpaşa,Trendyol Süper Lig,Turkey,LB,Left,185,75,['CB'],63,65,0,36,0,45,0,55,0,64,0,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p271362.png?padding=0.7
12144,Can Özkan,24,M,FC Erzgebirge Aue,3. Liga,Germany,RB,Right,180,88,"['CDM', 'LB']",63,73,0,42,0,56,-2,61,0,59,-1,75,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242268.png?padding=0.7
12144,David Ozoh,19,M,Derby County,EFL Championship,England,CDM,Right,190,68,['CM'],63,65,0,53,0,56,0,64,0,60,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p273693.png?padding=0.7
12144,Pacheco,22,M,Albacete BP,LALIGA HYPERMOTION,Spain,CAM,Right,184,72,"['CM', 'RM']",63,60,0,58,5,61,0,63,2,58,0,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269644.png?padding=0.7
12144,Álex Padilla,21,M,Athletic Club,LALIGA EA SPORTS,Mexico,GK,Right,190,80,,63,64,0,64,-1,60,-2,62,-1,31,0,67,6,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p271034.png?padding=0.7
12144,Ollie Palmer,32,M,Wrexham,EFL League One,England,ST,Right,196,92,,63,44,-11,63,1,53,4,55,-1,28,2,80,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p219550.png?padding=0.7
12144,Federico Paradela,23,M,Sarmiento,Primera División,Argentina,CM,Right,178,69,,63,68,0,56,0,61,0,67,0,51,0,58,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263718.png?padding=0.7
12144,Abel Paredes,27,M,S. Ameliano,Sudamericana,Paraguay,LB,Left,178,80,,63,59,0,25,0,47,3,53,4,61,3,69,11,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p275003.png?padding=0.7
12144,Martín Parra,24,M,Huachipato,Libertadores,Chile,GK,Right,186,83,,63,62,0,61,0,57,0,65,0,31,0,63,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256220.png?padding=0.7
12144,Paula Partido,19,F,Sevilla FC,Liga F,Spain,ST,Right,170,60,,63,68,0,66,0,58,0,67,0,34,0,40,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p273912.png?padding=0.7
12144,Tim Paterok,32,M,Saarbrücken,3. Liga,Germany,GK,Right,192,79,,63,66,2,62,1,62,0,66,1,33,0,63,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p218873.png?padding=0.7
12144,Alex Pattison,27,M,Bradford City,EFL League Two,England,CM,Right,173,70,"['RM', 'CAM']",63,81,0,59,1,61,0,65,0,58,-1,71,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p230812.png?padding=0.7
12144,Cristian Paz,29,M,Dep. Riestra,Primera División,Argentina,CB,Right,186,80,,63,53,0,34,0,35,0,44,1,64,2,69,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226411.png?padding=0.7
12144,Leire Peña,23,F,SD Eibar,Liga F,Spain,CDM,Left,164,56,['CB'],63,70,0,47,0,54,0,59,0,66,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272033.png?padding=0.7
12144,Peng Xinli,33,M,Shandong Taishan,CSL,China PR,CDM,Left,177,65,['CM'],63,76,-2,61,0,61,-2,64,-2,61,0,68,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p217160.png?padding=0.7
12144,Kevin Pereira,20,M,Sportivo Luqueño,Sudamericana,Paraguay,LM,Right,176,60,"['RM', 'CAM', 'LW']",63,70,0,54,0,60,0,68,0,25,0,45,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p267628.png?padding=0.7
12144,Carlos Pérez,29,M,Técnico U.,Sudamericana,Colombia,CB,Right,185,79,,63,47,0,25,0,44,0,44,0,64,0,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231711.png?padding=0.7
12144,Simeon Petrov,24,M,Śląsk Wrocław,PKO BP Ekstraklasa,France,CB,Right,194,82,,63,53,0,26,0,40,0,56,0,63,0,63,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244982.png?padding=0.7
12144,Tom Pett,32,M,Cheltenham Town,EFL League Two,England,CM,Right,173,70,['CDM'],63,52,0,55,0,61,0,64,0,56,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p223902.png?padding=0.7
12144,Casey Phair,17,F,Angel City FC,NWSL,Korea Republic,ST,Right,178,68,,63,70,0,62,0,49,0,61,0,17,0,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276482.png?padding=0.7
12144,David Philipp,24,M,1860 München,3. Liga,Germany,ST,Left,180,79,['CAM'],63,78,0,62,3,57,0,68,0,39,0,57,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243932.png?padding=0.7
12144,Matteo Piacentini,25,M,Cesena,Serie BKT,Italy,CB,Right,187,80,,63,62,0,40,0,40,0,44,0,64,0,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p268936.png?padding=0.7
12144,Maksymilian Pingot,21,M,Lech Poznań,PKO BP Ekstraklasa,Poland,CB,Left,188,78,,63,62,0,32,0,44,0,47,0,62,2,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p270540.png?padding=0.7
12144,Ricardo Matos,24,M,FC Gloria Buzău,SUPERLIGA,Portugal,ST,Right,182,77,['RM'],63,71,0,62,0,57,0,66,0,27,0,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256100.png?padding=0.7
12144,Joel Pinto,44,M,Sport Huancayo,Sudamericana,Peru,GK,Right,183,75,,63,59,0,62,0,59,0,62,0,51,0,64,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253638.png?padding=0.7
12144,Hugo Cunha,23,M,FC Famalicão,Liga Portugal,Portugal,GK,Right,198,91,,63,68,0,60,0,65,0,68,0,19,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276900.png?padding=0.7
12144,Matthew Platt,27,M,Notts County,EFL League Two,England,CB,Right,188,80,,63,57,-1,28,0,44,0,53,0,61,0,76,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234261.png?padding=0.7
12144,Denis-Will Poha,27,M,FC Sion,CSSL,France,CM,Right,173,68,['CDM'],63,65,0,52,0,60,0,64,0,63,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p230860.png?padding=0.7
12144,Liam Polworth,30,M,Kilmarnock,Scottish Prem,Scotland,CM,Right,179,70,,63,63,-2,59,-1,66,-1,65,0,57,0,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204275.png?padding=0.7
12144,Paris Polykarpou,24,M,APOEL FC,Liga Cyprus,Cyprus,CDM,Right,182,74,['CB'],63,63,0,34,1,52,1,56,2,63,4,64,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263388.png?padding=0.7
12144,Walter Ponce,26,M,Unión La Calera,Sudamericana,Chile,ST,Right,180,68,['LM'],63,66,0,61,0,45,0,64,0,27,0,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231484.png?padding=0.7
12144,Alexandar Popović,22,M,GwangJu FC,K League 1,Australia,CB,Right,184,83,,63,67,6,32,10,48,4,53,4,60,0,75,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264070.png?padding=0.7
12144,Marcos Portillo,24,M,Talleres,Libertadores,Argentina,CM,Right,174,68,['CDM'],63,72,0,58,0,59,0,66,0,56,0,53,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269620.png?padding=0.7
12144,Bruno Poveda,21,M,Wilstermann,Sudamericana,Bolivia,GK,Left,181,73,,63,63,0,66,0,60,0,64,0,49,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269137.png?padding=0.7
12144,Jack Powell,30,M,Crewe Alexandra,EFL League Two,England,CM,Right,177,74,,63,62,0,60,0,63,0,64,0,54,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p209368.png?padding=0.7
12144,Laura Prieur,23,F,En Avant Guingamp,Arkema PL,France,GK,Right,171,67,,63,65,0,61,0,59,0,68,0,32,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p267664.png?padding=0.7
12144,Wouter Prins,20,M,FC Groningen,Eredivisie,Holland,LB,Left,173,65,,63,75,0,29,0,51,0,59,0,60,0,54,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p72299.png?padding=0.7
12144,Miguel Puche,23,M,Arouca,Liga Portugal,Spain,ST,Right,179,73,"['LM', 'RM']",63,73,0,63,0,62,0,66,0,42,0,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263837.png?padding=0.7
12144,Maximiliano Puig,24,M,Barracas Central,Primera División,Argentina,CDM,Right,172,76,"['CM', 'RM']",63,62,-1,53,0,61,0,63,0,60,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272313.png?padding=0.7
12144,Joedrick Pupe,27,M,FCV Dender EH,1A Pro League,Belgium,CB,Left,189,79,,63,54,0,28,0,36,0,40,0,65,0,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240233.png?padding=0.7
12144,Ben Purrington,28,M,Exeter City,EFL League One,England,CB,Left,178,73,['LB'],63,70,0,48,3,58,1,62,-1,61,2,68,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p215855.png?padding=0.7
12144,Leandro Putaro,27,M,Aleman. Aachen,3. Liga,Germany,LM,Left,187,77,"['RM', 'LW']",63,75,-1,62,0,56,0,64,0,39,0,60,-4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232671.png?padding=0.7
12144,Ethan Pye,21,M,Stockport,EFL League One,England,CB,Left,183,81,['LB'],63,66,0,25,1,45,10,51,9,63,8,69,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269150.png?padding=0.7
12144,Niklas Pyyhtiä,21,M,Bologna,Serie A Enilive,Finland,CM,Left,188,78,['CDM'],63,44,0,57,0,65,0,65,0,52,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p274089.png?padding=0.7
12144,Ahmed Qasem,21,M,IF Elfsborg,Allsvenskan,Sweden,CAM,Left,178,72,['CM'],63,70,1,55,5,60,6,66,3,38,4,57,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p261031.png?padding=0.7
12144,Joshua Quarshie,20,M,Düsseldorf,Bundesliga 2,Germany,CB,Right,196,91,,63,55,11,33,7,45,4,45,7,63,2,72,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272497.png?padding=0.7
12144,Stephen Quinn,38,M,Mansfield Town,EFL League One,Republic of Ireland,CM,Left,168,68,['CAM'],63,51,6,59,0,64,0,66,1,56,-2,63,13,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p173673.png?padding=0.7
12144,Nelson Quiñónes,22,M,Houston Dynamo,MLS,Colombia,LM,Right,175,67,"['RM', 'LW']",63,81,0,53,0,54,0,69,0,38,0,48,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p270955.png?padding=0.7
12144,Lucas Quintana,19,M,Cerro Porteño,Libertadores,Paraguay,CB,Right,185,75,,63,71,0,35,0,42,0,43,0,64,0,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p274262.png?padding=0.7
12144,Junior Quitirna,24,M,Crawley Town,EFL League One,Guinea-Bissau,CAM,Left,170,70,"['RM', 'ST']",63,73,10,59,11,60,7,68,7,41,0,44,7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p252970.png?padding=0.7
12144,Eduard Radaslavescu,20,M,Farul Constanța,SUPERLIGA,Romania,CM,Right,181,72,['CAM'],63,74,0,62,-1,65,0,64,1,45,-1,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265431.png?padding=0.7
12144,Haris Radetinac,39,M,Djurgårdens IF,Allsvenskan,Serbia,RW,Right,187,73,"['LW', 'RM']",63,54,-6,60,0,65,-1,63,-3,59,2,71,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p199121.png?padding=0.7
12144,Toon Raemaekers,24,M,KV Mechelen,1A Pro League,Belgium,CB,Right,194,85,,63,44,-8,46,0,58,0,55,0,62,0,63,-3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257091.png?padding=0.7
